"cov";"id";"i";"o";"p";"it";"itop";"HS"
0.25;0.01;8;10;5;824;1.5;0
0.25;0.01;15;10;10;824;1.5;-0.01
0;0.01;30;10;20;824;1.5;-0.06
0.75;0.01;8;10;5;825;1.5;-0.12
0;5;15;10;10;825;1.5;20.96
0;2.5;30;10;20;825;1.5;24.3
0.25;5;8;10;5;826;1.5;10.34
0.5;0.01;15;10;10;826;1.5;0.09
0.25;0.01;30;10;20;826;1.5;-0.06
0.75;0.01;8;10;5;827;1.5;-0.00999999999999999
1;10;15;10;10;827;1.5;5.01
0;10;30;10;20;827;1.5;60.41
0.5;5;8;10;5;828;1.5;10.28
1;10;15;10;10;828;1.5;4.97
1;10;30;10;20;828;1.5;5.52
0;0.01;8;10;5;829;1.5;-0.07
1;5;15;10;10;829;1.5;3.88
0.25;2.5;30;10;20;829;1.5;21.99
0.75;2.5;8;10;5;830;1.5;4.81
0.5;10;15;10;10;830;1.5;27.12
1;5;30;10;20;830;1.5;4.4
0;10;8;10;5;831;1.5;15.34
0.25;2.5;15;10;10;831;1.5;11.54
0.75;0.01;30;10;20;831;1.5;0.05
0;2.5;8;10;5;832;1.5;6.06
0;5;15;10;10;832;1.5;19.5
0.5;10;30;10;20;832;1.5;52.6
0.75;2.5;8;10;5;833;1.5;4.51
0.25;0.01;15;10;10;833;1.5;1.73472347597681e-18
0.75;10;30;10;20;833;1.5;43.94
0.25;1;8;10;5;834;1.5;1.73
0.75;5;15;10;10;834;1.5;15.29
0.75;10;30;10;20;834;1.5;44
0.75;2.5;8;10;5;835;1.5;4.26
0.5;1;15;10;10;835;1.5;3.67
0;5;30;10;20;835;1.5;40.24
0.25;0.01;8;10;5;836;1.5;-0.11
0;2.5;15;10;10;836;1.5;12.09
0.25;0.01;30;10;20;836;1.5;0.01
0;2.5;8;10;5;837;1.5;5.75
0.5;1;15;10;10;837;1.5;3.37
0;1;30;10;20;837;1.5;8.55
1;10;8;10;5;838;1.5;4.51
0;5;15;10;10;838;1.5;20.19
1;0.01;30;10;20;838;1.5;0.1
0.75;0.01;8;10;5;839;1.5;0.06
0.75;10;15;10;10;839;1.5;24.48
1;0.01;30;10;20;839;1.5;0.02
0.25;1;8;10;5;840;1.5;2.34
0;5;15;10;10;840;1.5;21.57
0.75;1;30;10;20;840;1.5;4
1;5;8;10;5;841;1.5;3.47
0;5;15;10;10;841;1.5;20.42
0.5;5;30;10;20;841;1.5;34.22
0.75;10;8;10;5;842;1.5;12.56
1;5;15;10;10;842;1.5;3.8
0.25;1;30;10;20;842;1.5;7.25
0.5;2.5;8;10;5;843;1.5;4.92
0.5;5;15;10;10;843;1.5;15.43
1;2.5;30;10;20;843;1.5;3.46
1;1;8;10;5;844;1.5;1.15
0.75;10;15;10;10;844;1.5;24.58
0;0.01;30;10;20;844;1.5;0.02
0.5;1;8;10;5;845;1.5;1.99
0.75;1;15;10;10;845;1.5;2.3
0.75;1;30;10;20;845;1.5;4.97
0.5;0.01;8;10;5;846;1.5;-0.02
0;0.01;15;10;10;846;1.5;0.01
0;5;30;10;20;846;1.5;41.68
0.75;5;8;10;5;847;1.5;9.98
0.5;1;15;10;10;847;1.5;3
0.75;2.5;30;10;20;847;1.5;13.77
1;10;8;10;5;848;1.5;4.65
0.5;0.01;15;10;10;848;1.5;-0.09
0;0.01;30;10;20;848;1.5;0.05
0.25;5;8;10;5;849;1.5;10.13
1;1;15;10;10;849;1.5;1.56
0.75;0.01;30;10;20;849;1.5;0.15
0.5;2.5;8;10;5;850;1.5;6.07
0.5;0.01;15;10;10;850;1.5;0.16
1;0.01;30;10;20;850;1.5;-0.03
0;2.5;8;10;5;851;1.5;6.11
0.5;1;15;10;10;851;1.5;3.27
0.5;0.01;30;10;20;851;1.5;0.08
0;10;8;10;5;852;1.5;15.72
0.5;2.5;15;10;10;852;1.5;10.21
1;0.01;30;10;20;852;1.5;-0.07
0.5;10;8;10;5;853;1.5;15.66
0.25;0.01;15;10;10;853;1.5;-0.03
0.75;0.01;30;10;20;853;1.5;-0.15
0.5;1;8;10;5;854;1.5;1.87
0.75;2.5;15;10;10;854;1.5;6.73
1;5;30;10;20;854;1.5;4.45
0;2.5;8;10;5;855;1.5;5.96
1;10;15;10;10;855;1.5;4.96
0;1;30;10;20;855;1.5;8.33
0.75;5;8;10;5;856;1.5;7.37
0;10;15;10;10;856;1.5;29.11
0.25;2.5;30;10;20;856;1.5;20.94
0.75;5;8;10;5;857;1.5;6.48
0;0.01;15;10;10;857;1.5;0.05
0;0.01;30;10;20;857;1.5;0.03
0.25;2.5;8;10;5;858;1.5;5.77
0.5;5;15;10;10;858;1.5;18.01
0.25;0.01;30;10;20;858;1.5;0.02
1;1;8;10;5;859;1.5;1.14
0.25;1;15;10;10;859;1.5;4.16
1;10;30;10;20;859;1.5;5.48
0;1;8;10;5;860;1.5;2.09
1;10;15;10;10;860;1.5;4.79
0.75;5;30;10;20;860;1.5;23.69
0;5;8;10;5;861;1.5;10.07
0.75;5;15;10;10;861;1.5;13.5
1;10;30;10;20;861;1.5;5.55
1;5;8;10;5;862;1.5;3.3
0;0.01;15;10;10;862;1.5;5.20417042793042e-18
0;1;30;10;20;862;1.5;8.52
0.75;5;8;10;5;863;1.5;7.86
0;1;15;10;10;863;1.5;3.81
0.5;10;30;10;20;863;1.5;56.29
0.5;1;8;10;5;864;1.5;2.21
0.75;10;15;10;10;864;1.5;20.67
1;0.01;30;10;20;864;1.5;-0.01
0.5;10;8;10;5;865;1.5;13.78
0;0.01;15;10;10;865;1.5;-0.03
1;1;30;10;20;865;1.5;2.22
0.75;5;8;10;5;866;1.5;7.58
0.75;5;15;10;10;866;1.5;14.14
1;0.01;30;10;20;866;1.5;-0.03
0.5;2.5;8;10;5;867;1.5;4.6
0.25;10;15;10;10;867;1.5;29.35
0;1;30;10;20;867;1.5;8.68
0.25;0.01;8;10;5;868;1.5;-1.73472347597681e-18
1;2.5;15;10;10;868;1.5;2.99
0.25;5;30;10;20;868;1.5;37.95
0.75;0.01;8;10;5;869;1.5;0.04
0;2.5;15;10;10;869;1.5;11.81
0;10;30;10;20;869;1.5;59.45
1;0.01;8;10;5;870;1.5;0.1
0.75;0.01;15;10;10;870;1.5;-0.11
0.5;10;30;10;20;870;1.5;53.48
0.5;10;8;10;5;871;1.5;14.51
1;10;15;10;10;871;1.5;4.92
0.75;10;30;10;20;871;1.5;42.19
0;2.5;8;10;5;872;1.5;5.79
1;1;15;10;10;872;1.5;1.55
0.5;1;30;10;20;872;1.5;6.45
0.5;0.01;8;10;5;873;1.5;-0.06
1;0.01;15;10;10;873;1.5;0.12
0.75;1;30;10;20;873;1.5;4.34
0.25;0.01;8;10;5;874;1.5;-0.04
0.75;0.01;15;10;10;874;1.5;0.17
0.75;5;30;10;20;874;1.5;31.18
0.25;1;8;10;5;875;1.5;2.31
0.5;0.01;15;10;10;875;1.5;-0.03
0;1;30;10;20;875;1.5;8.86
0.5;0.01;8;10;5;876;1.5;0.03
0.5;5;15;10;10;876;1.5;18.82
0;2.5;30;10;20;876;1.5;23.32
0;1;8;10;5;877;1.5;2.59
1;10;15;10;10;877;1.5;4.91
0.75;10;30;10;20;877;1.5;45.64
1;10;8;10;5;878;1.5;4.44
0.25;1;15;10;10;878;1.5;3.61
0;10;30;10;20;878;1.5;59.49
0.5;2.5;8;10;5;879;1.5;5.67
0.75;1;15;10;10;879;1.5;3.28
0;1;30;10;20;879;1.5;8.23
0.5;0.01;8;10;5;880;1.5;-0.1
0;10;15;10;10;880;1.5;29.88
0.75;10;30;10;20;880;1.5;43.24
0;1;8;10;5;881;1.5;2.39
0;10;15;10;10;881;1.5;29.63
0.25;2.5;30;10;20;881;1.5;23.23
0.5;5;8;10;5;882;1.5;8.82
0.25;2.5;15;10;10;882;1.5;11.28
0.25;1;30;10;20;882;1.5;7.67
0.75;5;8;10;5;883;1.5;8.3
0.5;1;15;10;10;883;1.5;3.42
0;1;30;10;20;883;1.5;8
1;2.5;8;10;5;884;1.5;2.4
1;0.01;15;10;10;884;1.5;0.14
0.75;1;30;10;20;884;1.5;5.04
0.75;2.5;8;10;5;885;1.5;5.71
0.5;5;15;10;10;885;1.5;19.22
1;1;30;10;20;885;1.5;2.07
0.25;2.5;8;10;5;886;1.5;5.24
0.25;1;15;10;10;886;1.5;3.92
0.5;5;30;10;20;886;1.5;36.15
1;5;8;10;5;887;1.5;3.36
1;5;15;10;10;887;1.5;3.81
0;1;30;10;20;887;1.5;8.57
0.5;5;8;10;5;888;1.5;7.11
1;5;15;10;10;888;1.5;4.11
1;2.5;30;10;20;888;1.5;3.42
0.25;2.5;8;10;5;889;1.5;6.3
0.5;2.5;15;10;10;889;1.5;11.59
0.5;2.5;30;10;20;889;1.5;19.48
1;5;8;10;5;890;1.5;3.2
0.75;2.5;15;10;10;890;1.5;8.38
0;1;30;10;20;890;1.5;8.3
0.5;1;8;10;5;891;1.5;1.89
1;2.5;15;10;10;891;1.5;2.8
0.25;0.01;30;10;20;891;1.5;6.93889390390723e-18
1;5;8;10;5;892;1.5;3.54
0.25;2.5;15;10;10;892;1.5;11.1
0;5;30;10;20;892;1.5;41.59
0.25;0.01;8;10;5;893;1.5;-0.12
0.25;10;15;10;10;893;1.5;29.37
0.5;5;30;10;20;893;1.5;32
1;0.01;8;10;5;894;1.5;0.08
0.75;5;15;10;10;894;1.5;11.59
0.25;10;30;10;20;894;1.5;55.16
0.25;10;8;10;5;895;1.5;15.4
1;10;15;10;10;895;1.5;4.97
0.5;2.5;30;10;20;895;1.5;17.06
0.75;2.5;8;10;5;896;1.5;4.36
0;0.01;15;10;10;896;1.5;0.06
0;1;30;10;20;896;1.5;8.31
0.25;0.01;8;10;5;897;1.5;-0.04
0;1;15;10;10;897;1.5;4.25
0.75;5;30;10;20;897;1.5;27.11
0.5;5;8;10;5;898;1.5;9.97
0;2.5;15;10;10;898;1.5;12.63
0.5;10;30;10;20;898;1.5;51.15
1;10;8;10;5;899;1.5;4.53
1;2.5;15;10;10;899;1.5;3.1
0.75;10;30;10;20;899;1.5;43.64
0.75;1;8;10;5;900;1.5;1.67
0.25;5;15;10;10;900;1.5;20.1
1;10;30;10;20;900;1.5;5.4
0.75;5;8;10;5;901;1.5;8.54
1;1;15;10;10;901;1.5;1.62
0.25;1;30;10;20;901;1.5;8.12
0;1;8;10;5;902;1.5;2.05
1;10;15;10;10;902;1.5;5.03
0.5;10;30;10;20;902;1.5;51.13
0.5;10;8;10;5;903;1.5;13.83
0;5;15;10;10;903;1.5;21.03
1;1;30;10;20;903;1.5;2
1;2.5;8;10;5;904;1.5;2.4
1;1;15;10;10;904;1.5;1.76
1;2.5;30;10;20;904;1.5;3.42
0.75;2.5;8;10;5;905;1.5;4.56
0.25;10;15;10;10;905;1.5;27.96
0.5;1;30;10;20;905;1.5;7.84
1;1;8;10;5;906;1.5;1.26
1;1;15;10;10;906;1.5;1.76
0.75;10;30;10;20;906;1.5;46.4
1;0.01;8;10;5;907;1.5;0.04
1;5;15;10;10;907;1.5;3.66
0.5;1;30;10;20;907;1.5;6.47
0;0.01;8;10;5;908;1.5;0.04
0;5;15;10;10;908;1.5;20.02
0;2.5;30;10;20;908;1.5;23.71
0.5;5;8;10;5;909;1.5;8.76
0;10;15;10;10;909;1.5;28.83
0.75;5;30;10;20;909;1.5;29.5
1;0.01;8;10;5;910;1.5;0.01
0.5;10;15;10;10;910;1.5;28
0.25;5;30;10;20;910;1.5;39.15
1;0.01;8;10;5;911;1.5;-0.03
0.25;1;15;10;10;911;1.5;3.93
0.5;2.5;30;10;20;911;1.5;19.84
0;0.01;8;10;5;912;1.5;0.01
0.5;1;15;10;10;912;1.5;3.16
0;1;30;10;20;912;1.5;8.76
0;0.01;8;10;5;913;1.5;0.13
1;1;15;10;10;913;1.5;1.74
0.5;0.01;30;10;20;913;1.5;0.02
0.75;5;8;10;5;914;1.5;8.07
1;2.5;15;10;10;914;1.5;2.96
0.75;0.01;30;10;20;914;1.5;-0.14
0;1;8;10;5;915;1.5;1.84
0.5;10;15;10;10;915;1.5;26.43
0.5;0.01;30;10;20;915;1.5;-5.20417042793042e-18
0.25;5;8;10;5;916;1.5;11.12
0.75;0.01;15;10;10;916;1.5;-0.08
0.25;1;30;10;20;916;1.5;8.09
0.75;0.01;8;10;5;917;1.5;0.33
0;0.01;15;10;10;917;1.5;-0.1
1;10;30;10;20;917;1.5;5.38
0.75;10;8;10;5;918;1.5;12.29
1;5;15;10;10;918;1.5;3.78
0.5;1;30;10;20;918;1.5;6.57
0;5;8;10;5;919;1.5;10.37
0;0.01;15;10;10;919;1.5;-0.06
0.25;0.01;30;10;20;919;1.5;0.11
0.25;0.01;8;10;5;920;1.5;0.04
1;10;15;10;10;920;1.5;4.92
1;5;30;10;20;920;1.5;4.53
0;5;8;10;5;921;1.5;10.27
0;2.5;15;10;10;921;1.5;11.49
0.25;0.01;30;10;20;921;1.5;0
0.5;2.5;8;10;5;922;1.5;4.91
0.5;1;15;10;10;922;1.5;3.42
0.75;10;30;10;20;922;1.5;48.68
0.25;5;8;10;5;923;1.5;10.14
1;10;15;10;10;923;1.5;4.98
0;5;30;10;20;923;1.5;41.04
0.25;0.01;8;10;5;924;1.5;-0.07
0.75;2.5;15;10;10;924;1.5;7.07
0.25;2.5;30;10;20;924;1.5;21.7
0.25;10;8;10;5;925;1.5;14.76
1;10;15;10;10;925;1.5;4.93
0;1;30;10;20;925;1.5;8.71
0.25;2.5;8;10;5;926;1.5;5.94
0;2.5;15;10;10;926;1.5;11.62
0;1;30;10;20;926;1.5;8.2
0.25;2.5;8;10;5;927;1.5;6.36
0;5;15;10;10;927;1.5;21.43
0.5;2.5;30;10;20;927;1.5;20.49
0.25;10;8;10;5;928;1.5;16.93
1;2.5;15;10;10;928;1.5;3.01
0.25;10;30;10;20;928;1.5;57.7
0.25;10;8;10;5;929;1.5;16.35
0.75;0.01;15;10;10;929;1.5;-0.01
0;5;30;10;20;929;1.5;40.84
0.25;1;8;10;5;930;1.5;2.06
0;0.01;15;10;10;930;1.5;-0.1
0.5;0.01;30;10;20;930;1.5;0.05
0;10;8;10;5;931;1.5;15.24
1;0.01;15;10;10;931;1.5;0.07
1;5;30;10;20;931;1.5;4.49
0;0.01;8;10;5;932;1.5;-0.05
0.25;10;15;10;10;932;1.5;29.33
0.25;5;30;10;20;932;1.5;39.29
0.75;1;8;10;5;933;1.5;2.48
0.5;2.5;15;10;10;933;1.5;9.15
0.75;2.5;30;10;20;933;1.5;14.34
0.25;5;8;10;5;934;1.5;9.48
0;5;15;10;10;934;1.5;19.96
1;10;30;10;20;934;1.5;5.49
1;5;8;10;5;935;1.5;3.31
0.25;10;15;10;10;935;1.5;29.36
0.5;5;30;10;20;935;1.5;34.99
1;5;8;10;5;936;1.5;3.72
1;5;15;10;10;936;1.5;3.96
1;5;30;10;20;936;1.5;4.5
0.25;1;8;10;5;937;1.5;1.85
0.25;1;15;10;10;937;1.5;3.93
0;2.5;30;10;20;937;1.5;23.67
0;10;8;10;5;938;1.5;14.14
0.75;5;15;10;10;938;1.5;15.63
0.5;0.01;30;10;20;938;1.5;0.01
0.25;10;8;10;5;939;1.5;14.53
0.25;2.5;15;10;10;939;1.5;12.28
1;5;30;10;20;939;1.5;4.3
1;5;8;10;5;940;1.5;3.54
0.5;2.5;15;10;10;940;1.5;9.73
0;2.5;30;10;20;940;1.5;23.66
0.5;1;8;10;5;941;1.5;2.09
0.75;1;15;10;10;941;1.5;3.14
1;0.01;30;10;20;941;1.5;-1.73472347597681e-18
0.25;0.01;8;10;5;942;1.5;-0.07
1;10;15;10;10;942;1.5;4.89
0.25;5;30;10;20;942;1.5;38.76
0.5;1;8;10;5;943;1.5;1.83
0.5;0.01;15;10;10;943;1.5;0.06
1;5;30;10;20;943;1.5;4.52
1;1;8;10;5;944;1.5;1.34
0.5;5;15;10;10;944;1.5;18.01
0.75;5;30;10;20;944;1.5;27.99
0;10;8;10;5;945;1.5;15.1
0.75;2.5;15;10;10;945;1.5;7.14
0;10;30;10;20;945;1.5;59.7
1;5;8;10;5;946;1.5;3.44
0.75;1;15;10;10;946;1.5;2.4
0.5;0.01;30;10;20;946;1.5;-0.03
0.25;2.5;8;10;5;947;1.5;5.96
0;0.01;15;10;10;947;1.5;-0.13
0;2.5;30;10;20;947;1.5;24.7
0.25;5;8;10;5;948;1.5;10.43
0;10;15;10;10;948;1.5;30.3
0.25;5;30;10;20;948;1.5;39.18
0.25;2.5;8;10;5;949;1.5;5.53
0.5;10;15;10;10;949;1.5;28.16
0;0.01;30;10;20;949;1.5;0.07
1;0.01;8;10;5;950;1.5;-0.09
0.25;0.01;15;10;10;950;1.5;-0.09
0.25;1;30;10;20;950;1.5;7.7
0.5;10;8;10;5;951;1.5;12.19
0.25;0.01;15;10;10;951;1.5;-0.08
0.5;1;30;10;20;951;1.5;6.28
0;1;8;10;5;952;1.5;2.05
0.25;0.01;15;10;10;952;1.5;0.22
0.5;5;30;10;20;952;1.5;34.29
0;10;8;10;5;953;1.5;16.33
0.25;2.5;15;10;10;953;1.5;12.42
0;10;30;10;20;953;1.5;58.93
0.25;10;8;10;5;954;1.5;15.65
0;1;15;10;10;954;1.5;4.35
0.25;2.5;30;10;20;954;1.5;21.97
0.5;10;8;10;5;955;1.5;14.01
1;5;15;10;10;955;1.5;4.06
1;10;30;10;20;955;1.5;5.39
1;10;8;10;5;956;1.5;4.5
0;1;15;10;10;956;1.5;4.03
0;5;30;10;20;956;1.5;41.7
0.5;10;8;10;5;957;1.5;15.83
0.5;5;15;10;10;957;1.5;16.24
0.5;0.01;30;10;20;957;1.5;-0.2
0.25;1;8;10;5;958;1.5;2.03
1;5;15;10;10;958;1.5;3.84
0;1;30;10;20;958;1.5;8.14
0.5;2.5;8;10;5;959;1.5;6.05
1;2.5;15;10;10;959;1.5;2.95
0.25;0.01;30;10;20;959;1.5;-0.11
0.5;5;8;10;5;960;1.5;10.35
0.5;5;15;10;10;960;1.5;21.13
0.75;5;30;10;20;960;1.5;29.76
0.75;1;8;10;5;961;1.5;1.65
0;1;15;10;10;961;1.5;3.85
0.25;0.01;30;10;20;961;1.5;-0.03
0;5;8;10;5;962;1.5;9.91
1;1;15;10;10;962;1.5;1.35
0.25;1;30;10;20;962;1.5;7.48
0.5;0.01;8;10;5;963;1.5;-0.03
1;5;15;10;10;963;1.5;3.81
0.75;10;30;10;20;963;1.5;43.12
0.5;10;8;10;5;964;1.5;13.7
0;10;15;10;10;964;1.5;30.15
0.75;10;30;10;20;964;1.5;44.53
0.5;1;8;10;5;965;1.5;2.06
0.5;5;15;10;10;965;1.5;17.81
1;0.01;30;10;20;965;1.5;0.04
0;2.5;8;10;5;966;1.5;6.28
0.5;10;15;10;10;966;1.5;25.9
0;5;30;10;20;966;1.5;40.63
0.75;5;8;10;5;967;1.5;8.88
0;5;15;10;10;967;1.5;20.84
0.75;10;30;10;20;967;1.5;43.79
0.5;0.01;8;10;5;968;1.5;0.02
1;5;15;10;10;968;1.5;4.14
1;0.01;30;10;20;968;1.5;0.13
0.5;2.5;8;10;5;969;1.5;4.78
1;5;15;10;10;969;1.5;3.93
1;2.5;30;10;20;969;1.5;3.22
0.25;10;8;10;5;970;1.5;15.1
0;2.5;15;10;10;970;1.5;12.11
0.75;0.01;30;10;20;970;1.5;0.23
0.5;2.5;8;10;5;971;1.5;4.68
1;1;15;10;10;971;1.5;1.75
0;0.01;30;10;20;971;1.5;-0.01
0.75;5;8;10;5;972;1.5;8
0;0.01;15;10;10;972;1.5;-0.05
0.75;1;30;10;20;972;1.5;4.53
1;0.01;8;10;5;973;1.5;-0.12
0.75;1;15;10;10;973;1.5;3.16
0.75;2.5;30;10;20;973;1.5;11.54
1;0.01;8;10;5;974;1.5;-0.06
0.25;1;15;10;10;974;1.5;4.4
0;5;30;10;20;974;1.5;41.45
0.25;2.5;8;10;5;975;1.5;5.35
1;2.5;15;10;10;975;1.5;2.97
0.5;5;30;10;20;975;1.5;35.26
1;1;8;10;5;976;1.5;1.4
0.25;10;15;10;10;976;1.5;28.42
0.25;0.01;30;10;20;976;1.5;-0.04
0.75;5;8;10;5;977;1.5;7.22
1;0.01;15;10;10;977;1.5;-0.05
0.25;5;30;10;20;977;1.5;38.42
1;10;8;10;5;978;1.5;4.14
0;2.5;15;10;10;978;1.5;12.24
0.25;5;30;10;20;978;1.5;39.61
0;1;8;10;5;979;1.5;1.88
0.25;2.5;15;10;10;979;1.5;11.11
0.25;2.5;30;10;20;979;1.5;22.8
0.25;1;8;10;5;980;1.5;2.38
0.75;0.01;15;10;10;980;1.5;0.11
0.5;10;30;10;20;980;1.5;54.28
0;0.01;8;10;5;981;1.5;0.02
1;5;15;10;10;981;1.5;3.93
0;10;30;10;20;981;1.5;59.93
0.75;10;8;10;5;982;1.5;10.79
0.25;5;15;10;10;982;1.5;18.15
0.5;5;30;10;20;982;1.5;33.13
1;1;8;10;5;983;1.5;1.3
0.75;2.5;15;10;10;983;1.5;7.99
0.75;10;30;10;20;983;1.5;44.5
0;5;8;10;5;984;1.5;9.49
0.25;1;15;10;10;984;1.5;4.54
0.25;1;30;10;20;984;1.5;7.85
0;10;8;10;5;985;1.5;15.38
0.25;10;15;10;10;985;1.5;30.31
0.5;1;30;10;20;985;1.5;6.2
0;2.5;8;10;5;986;1.5;6.53
0;5;15;10;10;986;1.5;20.61
0.75;1;30;10;20;986;1.5;4.49
0.5;1;8;10;5;987;1.5;2.4
0.5;1;15;10;10;987;1.5;3.27
0.25;10;30;10;20;987;1.5;58.13
0.25;10;8;10;5;988;1.5;15.29
0.25;2.5;15;10;10;988;1.5;11.5
0.75;10;30;10;20;988;1.5;40.18
0.25;1;8;10;5;989;1.5;1.69
1;2.5;15;10;10;989;1.5;2.91
0.75;1;30;10;20;989;1.5;4.65
1;10;8;10;5;990;1.5;4.6
0.5;5;15;10;10;990;1.5;16.52
0.5;1;30;10;20;990;1.5;5.91
0;10;8;10;5;991;1.5;15.45
0;2.5;15;10;10;991;1.5;12.81
1;5;30;10;20;991;1.5;4.45
0;5;8;10;5;992;1.5;10.26
0.5;2.5;15;10;10;992;1.5;9.91
0.75;1;30;10;20;992;1.5;5.32
0.75;5;8;10;5;993;1.5;7.23
0.5;5;15;10;10;993;1.5;17.85
0;0.01;30;10;20;993;1.5;-0.09
0.75;1;8;10;5;994;1.5;1.68
1;10;15;10;10;994;1.5;5.09
0;5;30;10;20;994;1.5;40.66
0;5;8;10;5;995;1.5;10.79
0;5;15;10;10;995;1.5;20.84
0.5;1;30;10;20;995;1.5;6.06
0;0.01;8;10;5;996;1.5;-0.03
0.25;2.5;15;10;10;996;1.5;11.34
0.5;5;30;10;20;996;1.5;31.85
0.5;5;8;10;5;997;1.5;9.43
1;2.5;15;10;10;997;1.5;2.77
0.25;2.5;30;10;20;997;1.5;21.7
1;5;8;10;5;998;1.5;3.28
0.5;0.01;15;10;10;998;1.5;-0.03
0.5;0.01;30;10;20;998;1.5;0.04
0.25;2.5;8;10;5;999;1.5;5.95
1;10;15;10;10;999;1.5;5.08
1;0.01;30;10;20;999;1.5;0.12
0.75;10;8;10;5;1000;1.5;11.81
0.75;2.5;15;10;10;1000;1.5;7.78
0.75;1;30;10;20;1000;1.5;4.53
0.5;0.01;10;10;5;1;2;-0.1
0.5;5;20;10;10;1;2;18.1
0.75;0.01;40;10;20;1;2;0.02
0.25;5;10;10;5;2;2;9.05
0.5;5;20;10;10;2;2;19.44
0.5;0.01;40;10;20;2;2;-0.17
0.5;10;10;10;5;3;2;14.64
1;0.01;20;10;10;3;2;0.11
0.75;1;40;10;20;3;2;4.02
0.25;2.5;10;10;5;4;2;6.12
1;2.5;20;10;10;4;2;2.88
1;2.5;40;10;20;4;2;3.53
1;1;10;10;5;5;2;1.05
0.5;1;20;10;10;5;2;2.72
0.5;10;40;10;20;5;2;53.58
0.5;5;10;10;5;6;2;9.24
0.75;1;20;10;10;6;2;2.82
1;5;40;10;20;6;2;4.46
0.5;5;10;10;5;7;2;9.75
0;5;20;10;10;7;2;21.93
0.25;2.5;40;10;20;7;2;22.74
0.25;1;10;10;5;8;2;2.38
1;1;20;10;10;8;2;1.59
0.75;2.5;40;10;20;8;2;12.75
0.5;0.01;10;10;5;9;2;1.73472347597681e-18
0;1;20;10;10;9;2;4.19
1;1;40;10;20;9;2;2.07
1;0.01;10;10;5;10;2;0.02
0.75;0.01;20;10;10;10;2;0.06
0.5;5;40;10;20;10;2;36.57
0;2.5;10;10;5;11;2;5.98
0.75;2.5;20;10;10;11;2;8.61
0.5;0.01;40;10;20;11;2;0.13
1;5;10;10;5;12;2;3.5
1;10;20;10;10;12;2;4.89
0.25;0.01;40;10;20;12;2;0.13
0.25;2.5;10;10;5;13;2;5.59
1;2.5;20;10;10;13;2;2.93
0.5;10;40;10;20;13;2;51.68
1;0.01;10;10;5;14;2;0.18
0.5;1;20;10;10;14;2;3.29
0.5;5;40;10;20;14;2;36.98
1;10;10;10;5;15;2;4.56
0.25;10;20;10;10;15;2;31.27
1;2.5;40;10;20;15;2;3.51
0;1;10;10;5;16;2;1.82
0.5;1;20;10;10;16;2;3.87
0.5;2.5;40;10;20;16;2;20.43
0;0.01;10;10;5;17;2;0.13
0;10;20;10;10;17;2;30.96
0.5;2.5;40;10;20;17;2;17.75
0.25;10;10;10;5;18;2;15.59
1;1;20;10;10;18;2;1.76
0.75;2.5;40;10;20;18;2;15.49
0;0.01;10;10;5;19;2;0.01
1;1;20;10;10;19;2;1.67
0;2.5;40;10;20;19;2;24.7
0.5;1;10;10;5;20;2;1.69
0.5;2.5;20;10;10;20;2;9.57
1;0.01;40;10;20;20;2;-0.03
1;5;10;10;5;21;2;3.27
0.75;5;20;10;10;21;2;15.87
0.25;0.01;40;10;20;21;2;0.14
0.5;5;10;10;5;22;2;10.56
0.5;5;20;10;10;22;2;18.81
0.5;0.01;40;10;20;22;2;-0.12
1;10;10;10;5;23;2;4.41
0;5;20;10;10;23;2;21.23
0;10;40;10;20;23;2;61.58
0;10;10;10;5;24;2;15.89
1;0.01;20;10;10;24;2;0.21
0.75;5;40;10;20;24;2;28.58
0.5;5;10;10;5;25;2;10.77
0.25;5;20;10;10;25;2;20.3
0.25;0.01;40;10;20;25;2;0.17
0.5;0.01;10;10;5;26;2;0.01
1;5;20;10;10;26;2;3.94
0.25;5;40;10;20;26;2;41.82
0.25;10;10;10;5;27;2;15.45
0.5;10;20;10;10;27;2;29.25
0.75;1;40;10;20;27;2;5.34
0.5;0.01;10;10;5;28;2;-0.11
0.5;10;20;10;10;28;2;28.6
0.25;2.5;40;10;20;28;2;22.55
0.5;5;10;10;5;29;2;8.93
1;0.01;20;10;10;29;2;-0.06
0.75;1;40;10;20;29;2;4.92
1;5;10;10;5;30;2;3.3
0.5;2.5;20;10;10;30;2;11.45
0.75;2.5;40;10;20;30;2;14.72
0.75;10;10;10;5;31;2;11.79
0.75;0.01;20;10;10;31;2;0.01
0;1;40;10;20;31;2;8.43
1;10;10;10;5;32;2;4.58
0;5;20;10;10;32;2;21.81
0;2.5;40;10;20;32;2;25.42
0;1;10;10;5;33;2;1.84
0.25;10;20;10;10;33;2;30.5
0.25;5;40;10;20;33;2;40.24
1;5;10;10;5;34;2;3.35
0.5;1;20;10;10;34;2;4.07
1;1;40;10;20;34;2;2.03
0;1;10;10;5;35;2;2.12
1;2.5;20;10;10;35;2;2.91
0;2.5;40;10;20;35;2;25.55
0.5;2.5;10;10;5;36;2;5.36
0.5;2.5;20;10;10;36;2;11.03
0.5;2.5;40;10;20;36;2;18.88
0.75;0.01;10;10;5;37;2;-0.05
1;2.5;20;10;10;37;2;2.93
0.75;10;40;10;20;37;2;51.23
0;10;10;10;5;38;2;15.57
1;0.01;20;10;10;38;2;0.11
